food_id,N_0,N_1,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9,N_10,N_11,N_12,N_13,N_14,N_15,N_16,N_17,N_18,N_19,N_20,N_21,N_22,N_23,N_24,N_25,N_26,N_27,N_28,N_29,N_30,N_31,N_32,N_33,N_34,N_35,N_36,N_37,N_38,N_39,N_40,N_41,N_42,N_43,N_44,N_45,N_46,N_47,N_48,N_49,N_50,N_51,N_52,N_53,N_54,N_55,N_56,N_57,N_58,N_59,N_60,N_61,N_62,N_63,N_64,N_65,N_66,N_67,N_68,N_69,N_70,N_71,N_72,N_73,N_74,N_75,N_76,N_77,N_78,N_79,N_80,N_81,N_82,N_83,N_84,N_85,N_86,N_87,N_88,N_89,N_90,N_91,N_92,N_93,N_94,N_95,N_96,N_97,N_98,N_99,N_100,N_101,N_102,N_103,N_104,N_105,N_106,N_107,N_108,N_109,N_110,N_111,N_112,N_113,N_114,N_115,N_116,N_117,N_118,N_119,N_120,N_121,N_122,N_123,N_124,N_125,N_126,N_127,N_128,N_129,N_130,N_131,N_132,N_133,N_134,N_135,N_136,N_137,N_138,N_139,N_140,N_141,N_142,N_143,N_144,N_145,N_146,N_147,N_148,N_149,N_150,N_151,N_152,N_153,N_154,N_155,N_156,N_157,N_158,N_159,N_160,N_161,N_162,N_163,N_164,N_165,N_166,N_167,N_168,N_169,N_170,N_171,N_172,N_173,N_174,N_175,N_176,N_177,N_178,N_179,N_180,N_181,N_182,N_183,N_184,N_185,N_186,N_187,N_188,N_189,N_190,N_191,N_192,N_193,N_194,N_195,N_196,N_197,N_198,N_199,N_200,N_201,N_202,N_203,N_204,N_205,N_206,N_207,N_208,N_209,N_210,N_211
food_2,,,,,,,0.89,,,,,,,,41.0,,,17.51,,,,,0.0,,,,,,,,,,,0.077,,,,,,,,,187.5,,,,,,0.004,0.087,0.048,0.0,,,,,,1.5,,23.0,23.0,23.0,0.0,,,,,,,,,,,,0.8,,,,,,,,22.0,,,0.233,,,,,,,,,0.004,,,,,,,0.4,,,0.32299999999999995,,61.0,,,,,290.0,,1.4,0.075,,,,,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.03,0.7,,,,,,0.003,,0.041,,0.002,,,,,,,,50.0,,,,8.73,,,,,,,,0.04,,,,,,,,,,,0.2,,,,,6.0,0.0,0.0,,0.241,5.0,0.0,0.0,,,,,,,,,80.0,,0.33
food_9,,,,0.124,0.0,0.097,0.9,0.425,,,,,,0.0,13.0,,,5.2,,0.0,12.0,,0.0,,,,,,0.0,,,,,0.19,,0.0,,0.022,,,,,71.0,,,,,,0.006999999999999999,0.134,0.069,0.0,,,,,,2.2,,7.0,7.0,7.0,0.0,,,,,,0.248,0.087,,0.042,,,0.5,0.08800000000000001,,0.14,,0.0,0.0,0.134,3.0,,,0.262,0.03,,,,0.0,,,,0.006999999999999999,,0.0,,0.0,,,0.6,,,0.161,0.09,59.0,,,19.0,,533.0,0.219,2.6,0.114,,,,,0.02,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.07,0.8,0.127,0.0,,0.002,,0.002,,0.051,,0.006,,,,,0.0,0.0,0.0,4.0,,,,3.0,,,,,,,0.0,0.15,0.086,,,,,,,,,,0.3,,0.027000000000000003,,0.106,20.0,1.0,0.0,0.0,0.24,4.0,0.0,0.0,,,,1.0,0.0,,,0.0,91.0,,1.1
food_17,,,,0.038,0.0,0.13699999999999998,0.62,0.079,,,0.4,,,0.0,16.0,,,38.06,,0.0,8.0,,0.0,,,,,,23.7,,,,,0.1,,0.0,,0.028,,,,,413.5,,,,,,0.075,0.048,0.07400000000000001,0.0,,,,,,1.8,,27.0,27.0,27.0,0.0,,,,,,0.206,0.028,,0.02,,,0.27,0.027000000000000003,,0.039,,0.0,0.0,0.044,21.0,,,0.384,0.011,,,,0.0,,,,0.075,,0.0,,0.0,,,0.8540000000000001,,,0.107,0.026,27.0,,,,,271.0,0.033,1.36,0.032,,,,,0.017,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.048,0.7,0.033,0.0,,0.001,,0.0,,0.069,,0.005,,,,,0.0,0.0,0.0,14.0,,,,1.7,,,,,,,0.0,0.087,0.028,,,,,,,,,,0.28,,0.019,0.017,0.035,13.0,1.0,0.0,0.0,0.08800000000000001,20.6,0.0,0.0,,,,0.19,0.0,,,1.9,59.68,,0.34
food_30,,,,,0.0,,1.8,,,,,,,0.0,187.0,,,9.2,,363.0,5854.0,,0.0,,,,,,35.3,,,,,0.171,,121.0,,,,,,,116.5,,,,,,0.014,0.306,0.17,0.0,,,,,,3.5,,27.0,27.0,27.0,0.0,,,,,,,,,,,,3.1,,,,,13610.0,0.0,,36.0,,,0.342,,,,,0.0,,,,0.014,,0.0,,0.0,,,0.8059999999999999,,,0.084,,66.0,,,,,397.0,,2.7,0.261,,,,,0.044,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.26,0.5,,0.0,,0.0,,0.009000000000000001,,0.145,,0.006999999999999999,,,,,0.0,0.0,0.0,76.0,,,,0.71,,,,,,,0.0,0.19,,,,,,,,,,,0.7,,,,,10161.0,508.0,0.0,0.0,0.251,35.0,0.0,0.0,,,,3.44,0.0,,,778.4,85.6,,0.41
food_37,,,,0.031,0.0,0.043,0.77,0.208,,,,,,0.0,16.0,,,17.77,,0.0,0.0,,0.0,,,,,,28.8,,,,,0.226,,0.0,,0.008,,,,,206.5,,,,,,0.154,0.154,0.203,0.0,,,,,,2.0,,11.0,11.0,11.0,0.0,,,,,,0.162,0.043,,0.03,,,0.6,0.051,,0.07400000000000001,,0.0,0.0,0.057,43.0,,,0.229,0.013,,,,0.021,,,,0.119,,0.006999999999999999,,0.0,,,0.75,,,0.203,0.045,34.0,,,15.0,,415.0,0.041,1.82,0.12,,,,,0.034,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.034,0.7,0.045,0.0,,0.039,,0.018000000000000002,,0.12,,0.017,,,,,0.0,0.0,0.006999999999999999,13.0,,,,1.7,,,,,,,0.0,0.025,0.036000000000000004,,,,,,,,,,0.75,,0.012,0.02,0.073,0.0,0.0,0.0,0.0,0.16,5.0,0.0,0.0,,,,0.26,0.0,,,0.1,78.89,,0.34
food_42,,,,,0.0,,0.52,,,,,,,0.0,62.0,,,15.9,,155.0,0.0,,0.0,,,,,,8.4,,,,,0.095,,193.0,,,,,,,183.5,,,,,,0.154,0.171,0.103,0.0,,,,,,6.5,,17.0,17.0,17.0,0.0,,,,,,,,,,,,0.86,,,,,129.0,0.0,,20.0,,,0.135,,,,,0.021,,,,0.13699999999999998,,0.0,,0.0,,,0.429,,,0.208,,19.0,,,,,186.0,,1.88,0.124,,,,,0.047,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.09,0.0,,0.0,,0.0,,0.004,,0.09,,0.004,,,,,0.0,0.0,0.0,10.0,,,,9.36,,,,,,,0.0,0.037000000000000005,,,,,,,,,,,0.86,,,,,290.0,15.0,0.0,0.0,0.036000000000000004,43.9,0.0,0.0,,,,0.15,0.0,,,0.0,80.85,,0.17
food_44,,,,,0.0,,,,,,,,,0.0,26.0,,,9.32,,1.0,3.0,,0.0,,,,,,5.1,,,,,0.037000000000000005,,20.0,,,,,,,29.0,,,,,,0.011,0.08900000000000001,0.039,,,,,,,2.8,,11.0,11.0,11.0,0.0,,,,,,,,,,,,0.6,,,,,11.0,0.0,,8.0,,,,,,,,0.001,,,,0.01,,0.0,,0.0,,,0.1,,,,,16.0,,,,,138.0,,1.1,0.063,,,,,0.026,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.02,0.4,,0.0,,0.0,,0.001,,0.035,,0.002,,,,,0.0,0.0,0.0,2.0,,,,2.5,,,,,,,0.0,0.04,,,,,,,,,,,0.3,,,,,,1.0,0.0,0.0,0.08,53.0,0.0,,,,,0.15,0.0,,,0.0,88.98,,0.06
food_45,,,,1.055,,2.125,3.225,2.25,,,,32.55,,,206.5,,,,,,,,,,,,,,,,,,,1.2825000000000002,,,0.565,,19.0,27.3875,,,,,,,,,6.62,26.79,3.465,,,,,,,21.55,,,,41.1,,,,0.0,1.95,,4.725,1.3250000000000002,25.125,0.49,0.185,,5.755,0.905,,1.33,,,,0.9,338.5,,,2.355,0.395,,,,,,,,,6.4205000000000005,,0.158,,,,3.5,3.285,,,1.08,517.0,,,,,736.5,0.85,,,,,,5.488,,,21.298,,,,,,,,,,,,,,,,,,,,,,,,,,97.8,1.1,,,,,,,2.0125,,1.2745000000000002,,,,,,,,32.6,,,,,,,,,,,,0.4845,0.905,,,,,,,,,,41.435,,0.3,0.565,1.105,,,,,0.3785,,,,,,,0.0,,,,,6.6099999999999985,,4.4925
food_56,,,,,0.0,,,,,,,,,0.0,88.0,,,6.04,,0.0,198.0,,0.0,,,,,,10.3,,,,,0.251,,0.0,,,,,,,116.0,,,,,,7.652,0.629,2.279,,,,,,,1.6,,0.0,0.0,0.0,0.0,,,,,,,,,,,,6.28,,,,,510.0,0.0,,4.0,,,,,,,,0.15,,,,7.47,,0.032,,0.0,,,0.037000000000000005,,,,,3.0,,,,,8.0,,0.84,0.629,,,,,0.0,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.0,0.9,,0.0,,0.0,,0.0,,1.73,,0.318,,,,,0.0,0.0,0.0,735.0,,,,0.0,,,,,,,0.0,0.003,,,,,,,,,,,10.9,,,,,,17.0,0.0,0.0,0.009000000000000001,0.9,0.0,,,,,1.65,0.0,,,1.4,79.99,,0.22
food_63,,,,,0.0,,,,,,,,,0.0,16.0,,,13.08,,0.0,17.0,,0.0,,,,,,55.8,,,,,1.324,,0.0,,,,,,,673.0,,,,,,18.764,34.071,4.899,,,,,,,3.7,,34.0,34.0,34.0,0.0,,,,,,,,,,,,5.53,,,,,9.0,0.0,,251.0,,,,,,,,0.017,,,,17.947,,0.8009999999999999,,0.0,,,4.387,,,,,575.0,,,,,597.0,,13.69,33.15,,,,,0.16399999999999998,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.227,0.7,,0.0,,0.0,,0.0,,3.212,,1.39,,,,,0.0,0.0,0.0,2.0,,,,3.59,,,,,,,0.0,0.364,,,,,,,,,,,68.37,,,,,,1.0,0.0,0.0,0.094,0.8,0.0,,,,,9.33,0.0,,,53.9,2.28,,6.45
food_74,,,,,0.0,,,,,,,,,0.0,20.0,,,59.09,,0.0,0.0,,2.0,,,,,,17.6,,,,,0.221,,0.0,,,,,,,426.0,,,,,,7.997000000000001,3.971,5.357,,,,,,,5.6,,23.0,23.0,23.0,0.0,,,,,,,,,,,,1.91,,,,,116.0,0.0,,72.0,,,,,,,,0.027000000000000003,,,,7.802,,0.168,,0.0,,,2.631,,,,,191.0,,,,,193.0,,7.14,2.802,,,,,1.167,,,,,0.0,,,,,,,0.0,,,0.001,,,,,,0.0,,0.001,,,0.0,0.091,33.1,,0.0,,0.0,,0.001,,3.435,,1.32,,,,,0.0,0.0,0.0,571.0,,,,21.43,,,,,,,0.0,0.264,,,,,,,,,,,17.86,,,,,,0.0,0.02,0.0,0.21600000000000005,0.0,0.0,,,,,3.28,0.0,,,12.8,13.6,,1.38
food_80,,,,,0.0,,,,,,,,,0.0,30.0,,,6.43,,0.0,0.0,,0.0,,,,,,11.1,,,,,0.085,,0.0,,,,,,,28.0,,,,,,0.006,0.053,0.011,,,,,,,1.8,,15.0,15.0,15.0,0.0,,,,,,,,,,,,0.3,,,,,0.0,0.0,,11.0,,,,,,,,0.001,,,,0.006,,0.0,,0.0,,,0.4,,,,,27.0,,,,,191.0,,0.9,0.012,,,,,0.04,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.03,0.7,,0.0,,0.0,,0.0,,0.01,,0.001,,,,,0.0,0.0,0.0,67.0,,,,3.8,,,,,,,0.0,0.04,,,,,,,,,,,0.1,,,,,,0.0,0.0,0.0,0.09,21.0,0.0,,,,,0.03,0.0,,,0.1,91.87,,0.27
food_84,,,,0.017,0.0,0.059,0.25,0.039,,,0.3,,,0.0,7.0,,,7.55,,0.0,303.0,,0.0,,,,,,4.1,,,,,0.042,,78.0,,0.002,,,,,78.5,,,,,,0.037000000000000005,0.05,0.016,0.0,,,,,,0.4,1.5,3.0,3.0,3.0,0.0,3.36,0.0,,,1.58,0.063,0.01,,0.006,,,0.24,0.019,0.0,0.018000000000000002,,8.0,4532.0,0.062,10.0,,0.06,0.038,0.006,,,,0.0,,,,0.037000000000000005,,0.0,,0.0,,,0.17800000000000002,,,0.221,0.015,11.0,,,2.0,,112.0,0.024,0.61,0.05,,,,,0.0,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.021,0.4,0.016,0.001,,0.001,,0.0,,0.008,,0.006,,,,,0.0,0.0,0.0,1.0,0.0,,1.21,6.2,,,,,,,0.0,0.033,0.027000000000000003,0.0,0.0,0.0,0.01,0.0,0.0,0.0,,,0.15,,0.006999999999999999,0.012,0.016,569.0,28.0,0.0,0.0,0.045,8.1,0.0,0.0,,,,0.05,0.0,0.0,,0.1,91.45,,0.1
food_105,,,,,0.0,,1.8,,,4.0,,,,,65.0,,1.0,25.31,,0.0,3.0,,0.0,,,,,,,,,,,0.266,,0.0,,,,,,,256.5,,,,,,0.054000000000000006,0.17,0.119,0.0,,,,,,,,75.0,75.0,75.0,0.0,,,,,,,,,,,,8.17,,,,,,,,60.0,,,5.224,,,,,0.012,,,,0.042,,,,,,,1.101,,,0.05,,101.0,,,6.0,,723.0,,1.82,0.138,,,,,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.135,0.7,,,,,,0.002,,0.083,,0.012,0.005,,0.009000000000000001,,,,,6.0,,1.0,,,,,,,,,,0.065,,,,,,,,,,,0.49,,,,,6.0,0.0,0.0,,0.08,2.6,0.0,0.0,,,,,,,,,70.58,,2.23
food_111,,,,0.584,0.0,0.13,2.27,0.503,,,,,,0.0,348.0,,,88.88,,0.0,8.0,,0.0,,,,,,11.9,,,,,0.5710000000000001,,0.0,,0.029,,,,,575.5,,,,,,0.197,0.21600000000000005,0.09,0.0,,,,,,39.8,,29.0,29.0,29.0,0.0,,,,,,0.362,0.267,,0.122,,,2.94,0.209,,0.442,,0.0,0.0,0.196,54.0,,,0.508,0.081,,,,0.004,,,,0.194,,0.0,,0.0,,,1.897,,,0.047,0.151,79.0,,,,,827.0,0.354,4.62,0.212,,,,,0.004,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.461,5.3,0.304,0.0,,0.0,,0.001,,0.07200000000000001,,0.014,,,,,0.0,0.0,0.0,35.0,,,,49.08,,,,,,,0.0,0.053,0.271,,,,,,,,,,0.65,,0.048,0.12,0.446,14.0,1.0,0.0,0.0,0.366,0.2,0.0,0.0,,,,0.63,0.0,,,0.0,3.58,,0.92
food_117,,,,0.307,0.0,0.348,1.9,0.413,,,,,,,47.0,,,57.9,,,,,9.0,,,,,,,,,,,0.147,,,,0.221,,,,,754.5,,,,,,0.195,0.61,0.263,,,,,,,1.8,,134.0,17.0,86.0,69.0,,,,,,3.384,0.336,,0.209,,,3.36,0.369,,0.684,,,,0.204,20.0,,,0.638,0.17600000000000002,,,,0.01,,,,0.183,,0.001,,0.0,,,5.424,,,0.025,0.486,81.0,,,,,82.0,1.134,9.8,0.5710000000000001,,,,,0.035,,,,,0.0,,,,,,,0.003,,,0.0,,,,,,0.0,,0.001,,,4.0,0.378,28.2,0.483,0.0,,0.0,,0.002,,0.223,,0.025,,,,,0.0,0.0,0.0,572.0,,,,,,,,,,,,0.519,0.268,,,,,,,,,,1.5,,0.114,0.273,0.417,14.0,4.0,0.02,,0.03,0.0,,,,,,,,,,,28.8,,0.71
food_123,,,,0.024,0.0,0.106,1.27,0.041,,,,,,0.0,417.0,,,16.23,,0.0,22.0,,0.0,,,,,,,,,,,0.138,,0.0,,0.008,,,,,177.0,,,,,,,,,,,,,,,6.6,,7.0,7.0,7.0,0.0,0.98,0.0,,,1.19,0.052000000000000005,0.019,,0.008,,,1.8,0.014,0.0,0.025,,,0.0,0.028,55.0,,0.0,0.094,0.009000000000000001,,,,,,,,,,,,,,,0.162,,,0.041,0.019,7.0,,,,,127.0,0.013,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.039,0.4,0.021,,,,,,,,,,,,,,,,,14.0,0.24,,0.41,2.58,,,,,,,0.0,0.029,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.15,,0.008,0.009000000000000001,0.022,37.0,2.0,0.0,0.0,0.055,4.0,0.0,0.0,,,,0.23,0.0,0.0,,5.3,81.83,,0.15
food_135,,,,,,,0.4,,,,,,,,15.0,,,23.9,,0.0,230.0,,,,,,,,,,,,,1.06,,,,,,,,,286.5,,,,,,,,0.245,0.0,,,,,,6.2,,,,,,0.5,0.0,,,1.1,,,,,,,2.2,,0.0,,,,,,32.0,,0.0,0.155,,,,,,,,,,,,,,,,,,,,,52.0,,,,,131.0,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,4.0,,,12.5,14.1,,,,,,,,,,,,,,,,,,,2.0,,,,,383.0,19.0,,,,25.8,,,,,,,,,,,71.4,,0.43
food_149,,,,0.45,,0.47,0.72,0.83,,,,,,,14.0,,,9.22,,,,,20.0,,,,,,,,,,,0.03,,,,0.09,,,,,247.0,,,,,,1.68,0.297,1.28,,,,,,,0.7,,44.0,18.0,33.0,15.0,0.0,0.0,,,0.0,1.51,0.42,,0.23,,,1.0,0.35,0.0,0.62,,,,0.58,12.0,,0.19,0.14,0.16,0.02,,0.0,0.11,,0.03,,1.51,,0.01,,0.0,,0.0,2.14,,,0.212,0.33,62.0,,,,,110.0,0.46,6.81,0.26,,,,,0.01,,,,,0.02,,0.006999999999999999,0.0,,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.125,8.3,0.33,0.0,,0.0,,0.09,0.01,0.75,0.04,0.39,0.0,,0.0,0.0,,,0.0,130.0,6.57,,0.16,0.34,,,,,,,,0.175,0.36,0.12,0.05,0.23,0.02,0.0,0.0,0.0,,,3.47,,0.04,0.25,0.39,0.0,0.0,0.68,0.0,0.055,0.0,,,,,,0.3,0.0,0.0,0.9,0.0,79.78,,1.6
food_154,,,,,0.0,,,,,,,,,0.0,8.0,,,11.3,,0.0,0.0,,0.0,,,,,,1.8,,,,,0.012,,0.0,,,,,,,46.0,,,,,,0.006,0.039,0.022,,,,,,,0.2,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.12,,,,,16.0,0.0,,5.0,,,,,,,,0.0,,,,0.005,,0.0,,0.0,,,0.073,,,,,7.0,,,,,101.0,,0.1,0.033,,,,,0.006999999999999999,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.017,0.1,,0.0,,0.0,,0.001,,0.018000000000000002,,0.002,,,,,0.0,0.0,0.0,4.0,,,,9.62,,,,,,,0.0,0.021,,,,,,,,,,,0.13,,,,,,0.0,0.0,0.0,0.018000000000000002,0.9,0.0,,,,,0.01,0.0,,,0.0,88.24,,0.02
food_159,,,,,0.0,,,,,,,,,0.0,26.0,,,3.69,,0.0,0.0,,28.0,,,,,,65.0,,,,,0.094,,0.0,,,,,,,86.0,,,,,,0.507,0.606,0.425,,,,,,,0.0,,42.0,42.0,42.0,0.0,,,,,,,,,,,,3.95,,,,,0.0,0.0,,34.0,,,,,,,,0.138,,,,0.205,,0.138,,0.026,,,1.6,,,,,197.0,,,,,320.0,,11.9,0.018000000000000002,,,,,0.02,,,,,0.035,,,,,,,0.07,,,0.188,,,,,,0.022,,0.253,,,48.0,0.21,44.8,,0.0,,0.0,,0.059,,0.294,,0.068,,,,,0.0,0.0,0.0,286.0,,,,0.0,,,,,,,0.0,0.16,,,,,,,,,,,2.24,,,,,,48.0,12.0,0.0,0.05,8.0,0.0,,,,,0.55,0.0,,,0.1,80.58,,1.6
food_165,,,,,0.0,,,,,,,,,0.0,22.0,,,0.0,,0.0,0.0,,50.0,,,,,,51.5,,,,,0.038,,0.0,,,,,,,164.0,,,,,,2.5860000000000003,1.137,3.509,,,,,,,0.0,,15.0,15.0,15.0,0.0,,,,,,,,,,,,0.6,,,,,0.0,0.0,,27.0,,,,,,,,0.563,,,,2.023,,0.0,,0.0,,,3.0,,,,,195.0,,,,,381.0,,18.48,0.121,,,,,0.0,,,,,0.0,,,,,,,0.246,,,0.175,,,,,,0.202,,0.393,,,40.0,0.12,36.5,,0.0,,0.0,,0.41,,2.217,,0.8240000000000001,,,,,0.0,0.0,0.0,65.0,,,,0.0,,,,,,,0.0,0.56,,,,,,,,,,,9.47,,,,,,40.0,1.3,0.0,0.2,0.0,11.0,,,,,0.18,0.0,,,0.1,71.12,,0.72
food_168,,,,,,,0.26,,,,,,,,7.0,,,6.84,,,,,0.0,,,,,,,,,,,,,,,,,,,,72.5,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,0.27,,,,,10.0,,,,,38.0,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.036000000000000004,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.017,,,,,,,,,,,0.22,,,,,830.0,42.0,0.0,,,6.0,,,,,,,,,,,92.3,,
food_172,,,,,0.0,,,,,,,,,0.0,232.0,,,0.0,,0.0,0.0,,85.0,,,,,,85.0,,,,,0.339,,0.0,,,,,,,210.0,,,,,,3.77,2.562,2.2030000000000003,,,,,,,0.0,,13.0,13.0,13.0,0.0,,,,,,,,,,,,4.63,,,,,0.0,0.0,,69.0,,,,,,,,0.59,,,,2.942,,0.009000000000000001,,0.163,,,19.903,,,,,252.0,,,,,544.0,,28.89,0.362,,,,,0.017,,,,,0.078,,,,,,,0.01,,,0.763,,,,,,0.041,,1.2919999999999998,,,12.0,0.363,68.1,,0.0,,0.02,,0.428,,1.3259999999999998,,0.42,,,,,0.0,0.0,0.0,3668.0,,,,0.0,,,,,,,0.0,0.078,,,,,,,,,,,9.71,,,,,,12.0,0.88,0.0,0.203,0.0,1.7,,,,,3.33,0.0,,,12.1,50.3,,2.44
food_178,,,,,0.0,,,,,,,,,0.0,10.0,,,0.0,,0.0,0.0,,69.0,,,,,,81.7,,,,,0.04,,0.0,,,,,,,150.0,,,,,,3.236,1.4069999999999998,1.6469999999999998,,,,,,,0.0,,10.0,10.0,10.0,0.0,,,,,,,,,,,,0.29,,,,,0.0,0.0,,22.0,,,,,,,,0.171,,,,2.93,,0.092,,0.004,,,2.25,,,,,231.0,,,,,323.0,,19.15,1.006,,,,,0.091,,,,,0.003,,,,,,,0.055,,,0.021,,,,,,0.019,,0.07200000000000001,,,0.0,0.094,10.3,,0.0,,0.003,,0.07,,1.181,,0.35700000000000004,,,,,0.0,0.0,0.0,433.0,,,,0.0,,,,,,,0.0,0.02,,,,,,,,,,,7.47,,,,,,0.0,3.08,0.0,0.155,0.0,0.3,,,,,1.02,0.0,,,2.6,72.84,,0.6
food_183,,,,,0.0,,,,,,,,,0.0,22.0,,,1.5,,0.0,0.0,,374.0,,,,,,335.4,,,,,0.1,,0.0,,,,,,,143.0,,,,,,1.661,2.656,1.456,,,,,,,0.0,,76.0,76.0,76.0,0.0,,,,,,,,,,,,0.6,,,,,193.0,0.0,,20.0,,,,,,,,0.374,,,,1.135,,0.111,,0.041,,,1.8,,,,,402.0,,,,,221.0,,22.32,0.029,,,,,0.006,,,,,0.012,,,,,,,0.181,,,0.983,,,,,,0.08199999999999999,,1.3630000000000002,,,81.0,0.74,40.3,,0.0,,0.0,,0.076,,1.275,,0.105,,,,,0.0,0.0,0.0,91.0,,,,0.0,,,,,,,0.0,0.24,,,,,,,,,,,6.42,,,,,,81.0,8.0,0.0,0.152,13.6,12.1,,,,,7.0,0.0,,,0.2,67.73,,1.0
